데이터 출처,회사명,업로드 일시,매물 지역,가격,제품 상태,기종,메모리
번개장터,애플,2022-04-04,경기도,720000,FALSE,아이폰Mini,256GB
번개장터,애플,2022-04-04,서울,777777,FALSE,아이폰XsXr111213,없음
번개장터,애플,2022-04-04,인천,480000,FALSE,아이폰11Pro,256GB
번개장터,애플,2022-04-01,전국,970000,FALSE,아이폰13ProMini,512GB
번개장터,애플,2022-04-04,서울,999990,FALSE,아이폰XsXr111213,없음
번개장터,애플,2022-03-28,인천,555000,FALSE,아이폰Xs1112,없음
번개장터,애플,2022-04-04,인천,970000,FALSE,아이폰XsXr1112Pro,없음
번개장터,애플,2022-04-04,인천,777000,FALSE,아이폰11,없음
번개장터,애플,2022-03-31,전국,888888,FALSE,아이폰111213ProMaxMini,없음
번개장터,애플,2022-04-04,서울,460000,FALSE,아이폰12Mini,128GB
번개장터,애플,2022-04-04,경기도,400000,FALSE,아이폰11,128GB
번개장터,애플,2022-04-04,경기도,1070000,TRUE,아이폰13Pro,128GB
번개장터,애플,2022-03-31,전국,999999,FALSE,아이폰XsXrSeMax,없음
번개장터,애플,2022-04-04,경기도,300000,FALSE,아이폰Xs,256GB
번개장터,애플,2022-03-31,서울,390000,FALSE,아이폰12Mini,64GB
번개장터,애플,2022-04-02,서울,1000000,TRUE,아이폰Xs111213Mini,없음
번개장터,애플,2022-04-04,경북,300000,FALSE,아이폰Xr,64GB
번개장터,애플,2022-04-04,경북,650000,TRUE,아이폰11Pro,64GB
번개장터,애플,2022-04-04,경북,750000,TRUE,아이폰11ProMax,64GB
번개장터,애플,2022-04-04,경기도,250000,FALSE,아이폰Xr,64GB
번개장터,애플,2022-03-31,서울,390000,FALSE,아이폰12Mini,64GB
번개장터,애플,2022-04-04,전북,160000,FALSE,아이폰Se,64GB
번개장터,애플,2022-04-04,충북,720000,FALSE,아이폰13Mini,128GB
번개장터,애플,2022-04-04,경기도,265000,FALSE,아이폰Xr,128GB
번개장터,애플,2022-04-04,광주,340000,FALSE,아이폰Xr,128GB
번개장터,애플,2022-04-04,경기도,310000,FALSE,아이폰Xs,64GB
번개장터,애플,2022-04-04,경기도,320000,FALSE,아이폰Xs,64GB
번개장터,애플,2022-04-04,경기도,169000,FALSE,아이폰Se,64GB
번개장터,애플,2022-04-02,인천,1780000,TRUE,아이폰13ProMax,없음
번개장터,애플,2022-04-04,경기도,250000,FALSE,아이폰Xr,64GB
번개장터,애플,2022-04-04,경기도,290000,FALSE,아이폰Xr,128GB
번개장터,애플,2022-04-04,경북,1680000,FALSE,아이폰13ProMax,없음
번개장터,애플,2022-04-04,경기도,265000,FALSE,아이폰Xr,128GB
번개장터,애플,2022-04-04,전북,160000,FALSE,아이폰Se,64GB
번개장터,애플,2022-04-02,충남,450000,FALSE,아이폰Se,64GB
번개장터,애플,2022-04-04,전국,240000,FALSE,아이폰Xr,64GB
번개장터,애플,2022-04-04,경북,1680000,FALSE,아이폰13ProMax,없음
번개장터,애플,2022-04-04,충북,850000,FALSE,아이폰12Pro,128GB
번개장터,애플,2022-04-04,인천,400000,FALSE,아이폰12Mini,64GB
번개장터,애플,2022-04-04,경기도,920000,FALSE,아이폰12ProMax,128GB
번개장터,애플,2022-04-04,경기도,410000,FALSE,아이폰11Pro,64GB
번개장터,애플,2022-04-02,인천,1780000,TRUE,아이폰13ProMax,없음
